zone_id,district,zone_type,latitude,longitude,population_density,daytime_population,avg_income,bike_infra_km,micro_mobility_lanes_km,transit_stops,competitor_density,tourist_index,weather_penalty,event_count,existing_parking_spots,safety_incidents,current_station_count,future_growth_index,micromobility_friendly_score,suitability_score,avg_daily_trips
MSK_0359,ТАО,жилой массив,55.305799772065654,37.36316132131114,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0360,ВАО,транспортный хаб,55.830081958922584,37.73249589307905,4316.112334154525,2136.9294605809127,552.4940617577197,0.0,5.545177112385713,4,0.1,0.05,0.22,2.0,1,1.0,0,0.20010778951057667,0.2558922231328163,0.11445169271350131,92.04647395978037
MSK_0361,ЦАО,деловой кластер,55.78638661416954,37.629602254679945,12785.666520187811,18842.32365145228,1028.8598574821854,0.0,21.257938258452988,21,3.3000000000000003,0.07045454545454546,0.22,7.743589743589744,39,3.9282764229751015,8,0.22004123355178037,0.9809859937612223,0.6061823308957401,229.73105265080724
MSK_0362,ТАО,жилой массив,55.254896278484054,37.14553070184659,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0363,ЗАО,деловой кластер,55.65240465292163,37.418147788110986,7492.837708928105,3848.5477178423234,602.375296912114,0.0,10.524206867528672,10,0.1,0.05,0.22,4.871794871794872,36,1.0,0,0.20119100467299394,0.4856585529119236,0.26580768060782345,134.42615057019057
MSK_0364,ЗАО,деловой кластер,55.76129642256735,37.48912775140773,5808.382597597787,3780.0829875518675,589.9049881235154,0.0,7.623096248884924,10,0.1,0.05,0.22,4.871794871794872,3,1.0,0,0.2006166310329262,0.3517815584150649,0.18837230317740727,112.74424488967404
MSK_0365,ЮЗАО,деловой кластер,55.54507447627709,37.51345071546234,8900.258652153392,3917.0124481327803,619.833729216152,0.0,9.173632851995944,22,0.1,0.05,0.22,4.153846153846154,2,1.0,0,0.2016709138642988,0.42333387322438953,0.28442348084190494,139.6385746357334
MSK_0366,СЗАО,транспортный хаб,55.74669144575083,37.45500825966283,7199.254117013619,2068.4647302904564,552.4940617577197,0.0,6.175560971388658,14,0.1,0.05,0.22,5.589743589743589,1,1.0,0,0.20109089712176398,0.2849824259952288,0.18351700606873944,111.38476169924704
MSK_0367,ЮЗАО,деловой кластер,55.65880964995975,37.59592525816915,13368.811529088443,4875.51867219917,627.3159144893111,0.0,14.891293835251798,16,0.5,0.05,0.22,7.743589743589744,16,1.0,1,0.2031946226081509,0.6871856764169534,0.4390076089698012,182.9221305115443
MSK_0368,ТАО,жилой массив,55.29788719488552,37.16390823365966,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0369,САО,деловой кластер,55.82232897731692,37.53000898433441,11389.43628670766,5080.91286307054,654.7505938242281,1.4931786407036804,15.439083560734481,12,0.1,0.05,0.22,7.0256410256410255,13,1.0,0,0.2025196856772829,0.935698050530754,0.5075613439320407,202.11717630097138
MSK_0370,НАО,транспортный хаб,55.588068273952786,37.532398075698104,4335.132209805325,2068.4647302904564,552.4940617577197,0.0,4.190968573176687,4,0.1,0.05,0.22,2.0,0,3.2089936039917633,0,0.20011427499964532,0.19339982177928183,0.08970833051409818,85.11833254394749
MSK_0371,ЮЗАО,транспортный хаб,55.57074338647551,37.59372954265433,8174.837204288868,2273.8589211618255,559.9762470308789,0.0,8.511426334943916,21,0.1,0.05,0.22,4.153846153846154,4,7.382967269438535,0,0.20142355615509627,0.3927751562732229,0.25378811880580776,131.06067326562618
MSK_0372,ЮАО,деловой кластер,55.71983310536059,37.63689922858939,6199.838859869799,8093.360995850623,714.6080760095012,0.7321158540802883,11.399306421520786,11,0.1,0.07045454545454546,0.22,4.871794871794872,17,1.0,0,0.21779556622549096,0.6354946010228282,0.3252729072461599,151.07641402892477
MSK_0373,ТАО,жилой массив,55.36196724940276,37.05023890349818,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0374,ТАО,жилой массив,55.47264646598556,36.88329190870752,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0375,ТАО,жилой массив,55.23642919130096,36.98339531203665,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0376,ТАО,жилой массив,55.15916543432992,37.08663078281841,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0377,ТАО,жилой массив,55.474721513101265,37.24907604857797,4000.0,2000.0,550.0,0.0,1.557886325214755,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.07189148102357092,0.028756592409428367,68.05184587463994
MSK_0378,НАО,жилой массив,55.53974429016572,37.21771198061436,4064.7400382949577,2000.0,550.0,0.0,4.139906537872707,0,0.1,0.05,0.22,2.717948717948718,0,1.0,0,0.20002207537096328,0.19104347184368883,0.07728058924807497,81.63856498946099
MSK_0379,ВАО,туристический кластер,55.77457022747857,37.786284060951346,4000.0,2000.0,550.0,3.3683760410053827,16.67229918132154,0,0.1,0.11136363636363636,0.22,2.0,0,1.0,0,0.25113636363636366,1.0,0.4061363636363637,173.71818181818185
MSK_0380,ТАО,жилой массив,55.377564531745676,36.96590909807779,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0381,ТАО,жилой массив,55.1900225117527,36.97739950570012,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0382,ТАО,жилой массив,55.27112194748221,37.34358648999323,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0383,СВАО,деловой кластер,55.85572608585226,37.66985790215031,7288.019785577646,3506.224066390041,587.4109263657957,0.0,16.007727484467487,15,0.1,0.05,0.22,6.307692307692308,12,1.0,0,0.2011211648681843,0.7387055255918292,0.3720790211444667,164.1821259204507
MSK_0384,ТАО,жилой массив,55.305288927741415,37.08067823420333,4000.0,2000.0,550.0,0.0,1.9917902059488228,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.09191476006708324,0.036765904026833295,70.29445312751332
MSK_0385,НАО,деловой кластер,55.52560263355887,37.12473533457207,4000.0,2068.4647302904564,552.4940617577197,0.0,1.0377352676528184,0,0.1,0.05,0.22,2.717948717948718,1,1.0,0,0.2,0.04788817007663808,0.019440303660108915,65.4432850248305
MSK_0386,САО,деловой кластер,55.80366700448833,37.56794604167801,12832.956578266963,11105.809128630706,766.9833729216152,0.0,19.364521169334054,30,0.9,0.05,0.22,9.179487179487179,26,1.0,2,0.20301190419874873,0.8936108390217811,0.5569772150645314,215.95362021806878
MSK_0387,ЮВАО,транспортный хаб,55.693428696685565,37.75906632159685,7015.4327522440635,2342.3236514522823,562.4703087885986,0.0,12.489038053989518,19,0.1,0.07045454545454546,0.22,10.615384615384617,3,1.0,0,0.21807367137037076,0.576329240284764,0.31028404820363803,146.87953349701866
MSK_0388,НАО,транспортный хаб,55.58162471849852,37.355028472567234,4000.0,2068.4647302904564,552.4940617577197,0.0,4.426857280542557,9,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.20428533265051332,0.09908777628459572,87.7445773596868
MSK_0389,ЗАО,деловой кластер,55.66272950230523,37.38128838859457,4000.0,2068.4647302904564,552.4940617577197,0.0,1.507718344779472,0,0.5,0.05,0.22,2.0,3,1.0,1,0.2,0.06957638886628091,0.02811559117596605,67.8723655292705
MSK_0390,ЮВАО,деловой кластер,55.70110875834678,37.67472691245331,9229.423636066607,4259.336099585063,624.8218527315914,0.0,12.356469014105887,14,0.1,0.07045454545454546,0.22,7.743589743589744,11,1.6325158481235995,0,0.21882860867589127,0.5702116022640353,0.3349890912965799,153.79694556304236
MSK_0391,ТАО,транспортный хаб,55.340305097864864,37.24130389510383,4000.0,2000.0,550.0,0.0,0.0,2,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0037974683544303796,61.063291139240505
MSK_0392,СВАО,деловой кластер,55.864693416965856,37.609013476697264,11489.849024465531,13159.751037344398,931.5914489311164,0.0,14.804679223282694,41,0.1,0.05,0.22,12.76923076923077,16,1.0,0,0.20255392489761428,0.6831886885546442,0.4945986816536342,198.48763086301759
MSK_0393,НАО,жилой массив,55.504139893356246,37.458756231463134,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0394,ТАО,жилой массив,55.203593990737396,37.128190900172974,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0395,ЮАО,деловой кластер,55.6379968398827,37.66965358545913,12676.320148697823,6997.925311203319,709.6199524940617,0.0,13.444031708337143,10,0.1,0.05,0.22,7.743589743589744,11,6.139166128264513,0,0.2029584935524135,0.6203991490245423,0.40107355031630876,172.30059408856647
MSK_0396,ЮВАО,деловой кластер,55.76212607763341,37.715886590774595,10256.635718109166,5628.630705394191,657.2446555819478,0.0,11.137423790900472,26,0.1,0.05,0.22,4.871794871794872,13,1.0,0,0.20213341786778166,0.5139565564930508,0.3506280528461125,158.1758547969115
MSK_0397,ТАО,деловой кластер,55.413726674138786,37.00854085409943,4000.0,2205.394190871369,557.4821852731592,0.0,0.7790019972491596,1,0.1,0.05,0.22,2.0,1,1.0,0,0.2,0.0359484555426993,0.017133223282655954,64.79730251914367
MSK_0398,ТАО,деловой кластер,55.431552151078805,36.829604313885234,4000.0,2136.9294605809127,552.4940617577197,0.0,2.0980890504486234,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.09682011242719941,0.03901308060033345,70.92366256809336
MSK_0399,ТАО,деловой кластер,55.48590320912256,37.29507434516747,6283.9597176489115,3095.435684647303,584.916864608076,0.0,6.527380195489952,10,0.1,0.05,0.22,7.743589743589744,7,1.0,0,0.20077879561644008,0.3012177601552607,0.17391774088192655,108.69696744693942
MSK_0400,ТАО,транспортный хаб,55.212454864962915,37.068453715244246,6077.253009371345,2136.9294605809127,554.9881235154394,0.0,1.5874725286518034,4,0.1,0.05,0.22,4.871794871794872,4,1.0,0,0.20070831176462284,0.07325678987090345,0.06516443070774744,78.24604059816929
MSK_0401,НАО,деловой кластер,55.59496282901795,37.16372237320513,5781.927332458833,3711.6182572614107,599.8812351543943,1.5990488593132397,6.298605131686098,11,0.1,0.11136363636363636,0.22,4.871794871794872,6,1.0,0,0.2517439738251993,0.5297219882688435,0.2683709785817929,135.143874002902
MSK_0402,ТАО,жилой массив,55.45063446944336,37.33466214781133,4000.0,2000.0,550.0,0.0,0.4257719569657935,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.019648016719291433,0.007859206687716573,62.20057787256064
MSK_0403,ЮВАО,деловой кластер,55.69206160748667,37.73534841891935,8072.332120457014,5970.954356846473,679.6912114014251,0.0,10.083319928538522,37,0.1,0.05,0.22,8.461538461538462,8,14.059355605270685,0,0.2013886034764942,0.46531302802031677,0.3254979901027737,151.13943722877661
MSK_0404,ТАО,жилой массив,55.37857493813451,37.048207109123844,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0405,СЗАО,транспортный хаб,55.88506095247868,37.39135533059684,7462.941186476588,2890.0414937759338,579.9287410926365,0.0,3.112061955697346,14,0.1,0.05,0.22,8.461538461538462,10,1.0,0,0.2011808104123631,0.14361172533005667,0.1336199453195007,97.4135846894602
MSK_0406,НАО,деловой кластер,55.62401863496317,37.433278356951945,4066.2670142104876,2753.1120331950206,572.4465558194775,0.0,2.520352680159664,0,0.1,0.05,0.22,2.0,5,1.0,0,0.2000225960465865,0.1163062310425167,0.04997137327156298,73.99198451603763
MSK_0407,ТАО,жилой массив,55.440897972712165,37.312147858046785,4000.0,2000.0,550.0,0.0,0.649138621525002,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.029955675286255905,0.011982270114502362,63.35503563206066
MSK_0408,ЗАО,транспортный хаб,55.68505448622875,37.47392180665874,5183.014613583482,2547.7178423236514,567.458432304038,1.1491593186454294,9.396657423449312,14,0.1,0.05,0.22,3.435897435897436,12,5.80761518161267,0,0.20040339003710267,0.6054276955396017,0.28652213428414225,140.22619759955984
MSK_0409,ВАО,университетский квартал,55.83146257027492,37.75629276810684,5775.16645095038,2000.0,550.0,0.0,6.664951865902051,0,0.1,0.05,0.22,6.307692307692308,2,1.0,0,0.2006053048308027,0.30756625360612205,0.14669538745512056,101.07470848743375
MSK_0410,ЗАО,деловой кластер,55.72662261459733,37.469209513535084,8900.172793973055,9941.908713692947,831.8289786223278,0.0,17.68335929508442,27,0.9,0.05,0.22,8.461538461538462,36,12.089794595462672,2,0.20167088458796176,0.8160305849146607,0.4752227201319146,193.0623616369361
MSK_0411,ТАО,жилой массив,55.28126563103608,37.16589184857521,4000.0,2000.0,550.0,0.0,1.8068149116568357,0,0.1,0.05,0.22,2.0,0,6.3762459308013275,0,0.2,0.08337874068993857,0.03335149627597543,69.33841895727312
MSK_0412,НАО,жилой массив,55.52636170386733,37.551135916828244,4000.0,2000.0,550.0,0.0,1.8730659032331225,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.08643601247325872,0.03457440498930349,69.68083339700497
MSK_0413,НАО,транспортный хаб,55.557497775036154,37.44085039523167,4000.0,2547.7178423236514,567.458432304038,0.0,4.588797380502866,14,0.1,0.05,0.22,2.717948717948718,3,3.5432560542488485,0,0.2,0.2117583513392465,0.11328086842288704,91.71864315840837
MSK_0414,НАО,жилой массив,55.560282922112364,37.14421088525795,4000.0,2000.0,550.0,0.0,0.35128198821117296,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.016210542438598343,0.006484216975439338,61.815580753123015
MSK_0415,ЮАО,деловой кластер,55.61512092197262,37.63642979022017,4000.0,2273.8589211618255,559.9762470308789,0.0,9.225989582350262,2,0.1,0.05,0.22,2.0,1,2.6884482475553035,0,0.2,0.42574996920379604,0.17523759855376356,109.0665275950538
MSK_0416,ТАО,жилой массив,55.23789254046667,37.00668081761337,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0417,ТАО,жилой массив,55.47415093295584,36.90668680319626,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0418,ТАО,жилой массив,55.40192687402317,37.222238954951806,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,3.7057130841686376,0,0.2,0.0,0.0,60.0
MSK_0419,ТАО,жилой массив,55.31604436282055,36.985300856026065,4000.0,2000.0,550.0,0.0,0.8170722550119158,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.03770527641545223,0.015082110566180893,64.22299095853064
MSK_0420,ЮАО,деловой кластер,55.61364184430753,37.755632848906814,9035.951212890928,5012.448132780082,642.2802850356295,0.0,15.155944088070015,22,0.1,0.05,0.22,6.307692307692308,32,1.0,0,0.20171718296907737,0.6993984408018911,0.39922386268115584,171.78268155072362
MSK_0421,ТАО,жилой массив,55.41879061201206,37.361981133759414,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0422,НАО,деловой кластер,55.62030327793532,37.3030525862266,7123.775174874467,3232.3651452282156,594.8931116389549,0.0,9.871320823518394,4,0.1,0.05,0.22,11.333333333333332,36,1.0,0,0.20106515994749716,0.455529946040014,0.23658789212002554,126.24460979360715
MSK_0423,ТАО,транспортный хаб,55.43565879909281,36.958675024039195,4000.0,2205.394190871369,557.4821852731592,0.0,0.18445423241469677,8,0.1,0.05,0.22,2.0,1,1.0,0,0.2,0.008511974034774664,0.019449769919992428,65.44593557759788
MSK_0424,ТАО,жилой массив,55.46178408142148,37.38068986618877,4000.0,2000.0,550.0,0.0,1.3669858662683914,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0630820342111781,0.02523281368447124,67.06518783165194
MSK_0425,НАО,жилой массив,55.599343175330986,37.23433175864923,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0426,ВАО,транспортный хаб,55.73430263387526,37.81444774842644,5372.4087156721525,2547.7178423236514,562.4703087885986,3.9643951007005094,21.900708401234485,14,0.5,0.19318181818181818,0.22,7.743589743589744,9,1.0,1,0.3197861523710206,1.0,0.4606244213220916,188.97483797018563
MSK_0427,ТАО,жилой массив,55.40102456041335,37.13976892530043,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0428,ЦАО,деловой кластер,55.768995070465145,37.547927809427755,4000.0,2616.182572614108,557.4821852731592,0.0,21.220588071729757,2,0.1,0.05,0.22,2.0,1,5.6498461213828195,0,0.2,0.9792624018684251,0.3963575359901615,170.98011007724523
MSK_0429,ТАО,жилой массив,55.32367884908444,37.24325988050406,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0430,СВАО,деловой кластер,55.84806246178029,37.61085139968048,4000.0,3917.0124481327803,594.8931116389549,0.0,10.804830470828874,7,0.1,0.05,0.22,3.435897435897436,6,4.929665986296257,0,0.2,0.4986084364335223,0.21786515514408153,121.00224344034282
MSK_0431,НАО,жилой массив,55.583052284912085,37.37859551575157,4000.0,2000.0,550.0,0.0,7.673419203097437,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.35410380211748665,0.14164152084699466,99.6596258371585
MSK_0432,ЮВАО,жилой массив,55.66767671743169,37.82144822230605,4000.0,2000.0,550.0,0.0,2.8226145667742575,0,0.1,0.05,0.22,2.717948717948718,0,1.0,0,0.2,0.13025465226811947,0.05210186090724779,74.58852105402939
MSK_0433,ТАО,жилой массив,55.37985416158618,37.2720355917605,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0434,ЮАО,транспортный хаб,55.68931451197219,37.68793127447603,9708.296435408221,3095.435684647303,579.9287410926365,2.7569185048506246,6.535491270241604,26,0.5,0.05,0.22,8.461538461538462,12,1.0,1,0.20194644249059376,0.7137576914797961,0.41440121189173384,176.03233932968547
MSK_0435,ТАО,жилой массив,55.354608155175754,37.13356644930362,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0436,САО,деловой кластер,55.861032890356825,37.47781704128685,12354.796017509134,8504.14937759336,747.0308788598575,0.0,12.295139132975722,13,0.1,0.05,0.22,9.897435897435898,23,1.0,0,0.20284885870114422,0.5673814240192655,0.3855512088717996,167.95433848410389
MSK_0437,ЮЗАО,деловой кластер,55.599846903290484,37.51919873615277,9967.845471335144,4327.8008298755185,624.8218527315914,0.0,14.322041036346196,14,0.1,0.05,0.22,11.333333333333332,5,1.0,0,0.20203494477453035,0.6609164768432969,0.3790712110530771,166.13993909486157
MSK_0438,ЮАО,транспортный хаб,55.63726140368252,37.72929029064115,4782.125230230139,2684.647302904564,572.4465558194775,1.6943886128391792,15.560568981491171,13,0.1,0.05,0.22,6.307692307692308,4,1.0,0,0.20026669283880252,0.9713855666082605,0.4262314280152533,179.34479984427094
MSK_0439,ЮЗАО,транспортный хаб,55.70246529146529,37.555348578337636,5158.291436486488,2273.8589211618255,559.9762470308789,0.0,16.155495177843566,9,0.9,0.11136363636363636,0.22,16.358974358974358,9,3.7735348593440317,2,0.2515313234451226,0.7455245329560404,0.3380188127513511,154.6452675703783
MSK_0440,ТАО,жилой массив,55.45521822893147,37.204108831104726,4000.0,2000.0,550.0,0.0,2.688985211888542,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.12408808409464625,0.0496352336378585,73.89786541860038
MSK_0441,НАО,транспортный хаб,55.53631557008435,37.2299594805941,4000.0,2000.0,550.0,0.0,1.596101010060118,4,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.07365496674516453,0.037056923406926574,70.37593855393945
MSK_0442,ЮАО,транспортный хаб,55.590782921525644,37.7223574164968,4143.662829029168,2068.4647302904564,550.0,0.0,6.831601752286615,2,0.1,0.05,0.22,2.717948717948718,3,7.636472448784525,0,0.2000489868453584,0.31525661390435794,0.13181561830322916,96.90837312490416
MSK_0443,ТАО,жилой массив,55.21588453513036,37.05630473285762,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0444,ТАО,жилой массив,55.21390024094767,37.091745676630175,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0445,ТАО,жилой массив,55.377830839389766,37.307671212673355,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0446,НАО,жилой массив,55.511794515655836,37.51717059746762,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0447,ТАО,жилой массив,55.48884444405266,36.9402319368673,4000.0,2000.0,550.0,0.0,3.015632984282595,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.13916183610747146,0.055664734442988584,75.5861256440368
MSK_0448,ЮАО,транспортный хаб,55.63029717476634,37.75386153205445,7263.443587224723,3369.2946058091284,579.9287410926365,1.1075610594161343,13.755746970213586,24,0.5,0.05,0.22,9.179487179487179,11,5.401987138855185,1,0.20111278475736266,0.8003667285613545,0.4126493203941469,175.54180971036112
MSK_0449,ЮАО,туристический кластер,55.59289772754118,37.68643464112476,4000.0,2000.0,550.0,0.0,9.601319133694108,0,0.1,0.09090909090909091,0.22,2.0,0,1.0,0,0.2340909090909091,0.4430702299194178,0.1813190010586762,110.76932029642934
MSK_0450,ТАО,деловой кластер,55.32589368739187,37.34906504848636,5761.348159094329,2890.0414937759338,579.9287410926365,0.0,3.8658119321075004,10,0.1,0.05,0.22,5.589743589743589,9,1.0,0,0.2006005930029009,0.17839488071730086,0.11725036373377415,92.83010184545677
MSK_0451,СВАО,жилой массив,55.85019124177362,37.71835672257326,5796.2130444477025,2000.0,550.0,0.0,2.968384168238214,0,0.1,0.05,0.22,2.0,0,1.0,0,0.20061248139991206,0.1369814540686391,0.07874208888675835,82.04778488829234
MSK_0452,ТАО,транспортный хаб,55.31702047844876,37.067490962025055,4000.0,2000.0,550.0,0.0,0.19213202238534574,2,0.1,0.07045454545454546,0.22,2.0,0,1.0,0,0.21704545454545454,0.008866279533862851,0.009389434713430065,62.629041719760416
MSK_0453,ТАО,жилой массив,55.411787403297815,37.04413874222617,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0454,СЗАО,деловой кластер,55.823483867013245,37.41041805170156,4814.74060775795,2273.8589211618255,557.4821852731592,0.0,2.6188936407240253,0,0.1,0.07045454545454546,0.22,4.871794871794872,3,1.0,0,0.21732326873322438,0.12085358182273531,0.06210520226634905,77.38945663457773
MSK_0455,ЮВАО,транспортный хаб,55.691307506673645,37.79509451616677,4152.002274931641,2136.9294605809127,554.9881235154394,3.470107032529057,20.409596322025628,8,0.1,0.09090909090909091,0.22,7.0256410256410255,1,1.0,0,0.23414273956081227,1.0,0.42187755076662653,178.12571421465543
MSK_0456,ЗАО,деловой кластер,55.664974991270604,37.48809485838749,10652.627623213175,9531.120331950207,801.9002375296911,0.0,14.904139372178532,40,0.9,0.05,0.22,8.461538461538462,26,5.52698354401593,2,0.20226844510029265,0.6877784569422453,0.4685510500831699,191.19429402328757
MSK_0457,ТАО,жилой массив,55.36000747269715,37.08580302091575,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
MSK_0458,ЗАО,туристический кластер,55.650379743224505,37.454055665974856,4000.0,2000.0,550.0,0.0,9.102884427038417,0,0.1,0.07045454545454546,0.22,3.435897435897436,0,4.093287592786533,0,0.21704545454545454,0.42006905924665566,0.17007307824411683,107.62046190835271
MSK_0459,ТАО,транспортный хаб,55.48733280541099,37.318573021097734,5017.855932716144,2136.9294605809127,554.9881235154394,0.0,1.235297437779779,4,0.1,0.05,0.22,2.717948717948718,0,3.0651166296740087,0,0.20034707343235583,0.05700503359535468,0.04453843384212525,72.47076147579507
MSK_0460,ВАО,деловой кластер,55.7098721566879,37.90064503181919,6113.6242311986125,6039.419087136929,692.1615201900238,0.0,15.7441116778012,30,0.1,0.05,0.22,2.717948717948718,12,5.058675606478171,0,0.20072071379952072,0.7265404975947768,0.3920069116492078,169.7619352617782
MSK_0461,ЗАО,деловой кластер,55.72600700643083,37.52887858081918,11605.195974017799,4875.51867219917,627.3159144893111,2.960057774405421,8.652170628881859,20,0.5,0.09090909090909091,0.22,4.153846153846154,14,1.9805441640961217,1,0.2366841655485272,0.8418054733714011,0.4890264994837415,196.92741985544762
MSK_0462,ТАО,жилой массив,55.37699403037685,37.22518768664419,4960.2346454872995,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.717948717948718,1,1.0,0,0.20032742544751586,0.0,0.012803128606497327,63.584876009819254
MSK_0463,СВАО,деловой кластер,55.903429744619956,37.55680805185542,7001.634991000071,3917.0124481327803,612.3515439429929,0.0,10.865585524497202,10,0.1,0.05,0.22,9.179487179487179,5,1.0,0,0.20102351199764168,0.5014120882258188,0.2666998676788224,134.67596295007027
MSK_0464,ЗАО,деловой кластер,55.71746391134249,37.38687089873997,7562.354088261141,3369.2946058091284,589.9049881235154,0.6279219531550876,6.280546437496219,18,0.1,0.05,0.22,7.743589743589744,9,7.110948175145687,0,0.20121470870379493,0.3837029403683837,0.23971701591863437,127.12076445721762
MSK_0465,ЦАО,деловой кластер,55.74479259456678,37.63416557541332,11254.94132407183,22813.278008298756,1063.7767220902613,0.0,25.206543314068504,34,4.5,0.17272727272727273,0.22,8.461538461538462,41,3.0017489649653046,11,0.30474655220801694,1.0,0.6322795799531266,237.03828238687544
MSK_0466,НАО,транспортный хаб,55.55890709343868,37.46442354279298,5433.972425259104,2342.3236514522823,562.4703087885986,0.0,6.084948099729893,16,0.1,0.05,0.22,4.871794871794872,10,1.0,0,0.20048896284389697,0.280800931210974,0.1632449298038891,105.70858034508895
MSK_0467,ТАО,транспортный хаб,55.49765332387235,37.28186635968951,4000.0,2000.0,550.0,0.0,1.7872139898244828,1,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.08247422071492637,0.03488842246318574,69.768758289692
MSK_0468,НАО,транспортный хаб,55.55869864894046,37.322110784278856,5239.1827574892795,2068.4647302904564,552.4940617577197,0.0,1.2413872502452796,4,0.1,0.05,0.22,2.0,15,1.0,0,0.2004225425221134,0.05728605900151857,0.047316832705445594,73.24871315752476
MSK_0469,ТАО,жилой массив,55.40011039086767,37.39957228464341,4000.0,2000.0,550.0,0.0,0.0,0,0.1,0.05,0.22,2.0,0,1.0,0,0.2,0.0,0.0,60.0
